Year,Country,Division,Species Name,Metric Tonnes
2004,NORWAY - NOR,1F,ATLANTIC HALIBUT - HAL,17
2004,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,31
2004,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,17
2004,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,9
2004,PORTUGAL - E/PRT,3M,ATLANTIC HALIBUT - HAL,2
2004,RUSSIA - RUS,3N,ATLANTIC HALIBUT - HAL,13
2004,RUSSIA - RUS,3O,ATLANTIC HALIBUT - HAL,2
2004,RUSSIA - RUS,3L,ATLANTIC HALIBUT - HAL,2
2004,RUSSIA - RUS,3M,ATLANTIC HALIBUT - HAL,1
2004,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,47
2004,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,16
2004,SPAIN - E/ESP,3M,ATLANTIC HALIBUT - HAL,5
2004,UNITED STATES OF AMERICA - USA,NOT REPORTED,ATLANTIC HALIBUT - HAL,11
2003,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,322
2003,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,300
2003,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,202
2003,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,153
2003,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,43
2003,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,40
2003,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,37
2003,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,27
2003,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,18
2003,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,14
2003,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,7
2003,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,183
2003,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,179
2003,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,126
2003,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,24
2003,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,10
2003,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,9
2003,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,7
2003,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,3
2003,CANADA NEWFOUNDLAND - CAN-N,0B,ATLANTIC HALIBUT - HAL,1
2003,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,53
2003,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,31
2003,CANADA QUEBEC - CAN-Q,UNKNOWN,ATLANTIC HALIBUT - HAL,7
2003,DENMARK GREENLAND - GRL,UNKNOWN,ATLANTIC HALIBUT - HAL,21
2003,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3PS,ATLANTIC HALIBUT - HAL,2
2003,JAPAN - JPN,3L,ATLANTIC HALIBUT - HAL,2
2003,NORWAY - NOR,3N,ATLANTIC HALIBUT - HAL,85
2003,NORWAY - NOR,1F,ATLANTIC HALIBUT - HAL,20
2003,NORWAY - NOR,3M,ATLANTIC HALIBUT - HAL,2
2003,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,52
2003,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,34
2003,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,3
2003,RUSSIA - RUS,3O,ATLANTIC HALIBUT - HAL,2
2003,RUSSIA - RUS,3L,ATLANTIC HALIBUT - HAL,1
2003,RUSSIA - RUS,3N,ATLANTIC HALIBUT - HAL,1
2003,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,148
2003,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,61
2003,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,14
2003,SPAIN - E/ESP,3M,ATLANTIC HALIBUT - HAL,3
2003,UNITED STATES OF AMERICA - USA,UNKNOWN,ATLANTIC HALIBUT - HAL,17
2002,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,315
2002,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,280
2002,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,151
2002,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,144
2002,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,57
2002,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,27
2002,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,26
2002,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,10
2002,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,5
2002,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,1
2002,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,1
2002,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,162
2002,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,149
2002,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,74
2002,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,33
2002,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,15
2002,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,9
2002,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,5
2002,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,2
2002,CANADA NEWFOUNDLAND - CAN-N,4T,ATLANTIC HALIBUT - HAL,1
2002,CANADA NEWFOUNDLAND - CAN-N,3K,ATLANTIC HALIBUT - HAL,1
