Year,Country,Division,Species Name,Metric Tonnes
1982,UNITED STATES OF AMERICA - USA,5ZE,ATLANTIC HALIBUT - HAL,32
1982,UNITED STATES OF AMERICA - USA,4X,ATLANTIC HALIBUT - HAL,4
1981,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,764
1981,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,356
1981,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,212
1981,CANADA MARITIMES - CAN-M,5ZE,ATLANTIC HALIBUT - HAL,116
1981,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,32
1981,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,26
1981,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,18
1981,CANADA MARITIMES - CAN-M,3L,ATLANTIC HALIBUT - HAL,11
1981,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,10
1981,CANADA MARITIMES - CAN-M,2J,ATLANTIC HALIBUT - HAL,6
1981,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,6
1981,CANADA MARITIMES - CAN-M,3PN,ATLANTIC HALIBUT - HAL,5
1981,CANADA MARITIMES - CAN-M,5Y,ATLANTIC HALIBUT - HAL,2
1981,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,1
1981,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,1
1981,CANADA MARITIMES - CAN-M,3K,ATLANTIC HALIBUT - HAL,1
1981,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,88
1981,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,42
1981,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,38
1981,CANADA NEWFOUNDLAND - CAN-N,3K,ATLANTIC HALIBUT - HAL,27
1981,CANADA NEWFOUNDLAND - CAN-N,4W,ATLANTIC HALIBUT - HAL,23
1981,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,23
1981,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,13
1981,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,12
1981,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,9
1981,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,4
1981,CANADA NEWFOUNDLAND - CAN-N,2H,ATLANTIC HALIBUT - HAL,3
1981,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,2
1981,CANADA NEWFOUNDLAND - CAN-N,2J,ATLANTIC HALIBUT - HAL,1
1981,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,36
1981,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,35
1981,DENMARK GREENLAND - GRL,1NK,ATLANTIC HALIBUT - HAL,225
1981,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,148
1981,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,129
1981,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,69
1981,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,39
1981,DENMARK GREENLAND - GRL,1A,ATLANTIC HALIBUT - HAL,18
1981,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,ATLANTIC HALIBUT - HAL,16
1981,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,ATLANTIC HALIBUT - HAL,14
1981,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,ATLANTIC HALIBUT - HAL,3
1981,FRANCE MAINLAND - E/FRA-M,3PS,ATLANTIC HALIBUT - HAL,12
1981,FRANCE MAINLAND - E/FRA-M,4VN,ATLANTIC HALIBUT - HAL,3
1981,FRANCE MAINLAND - E/FRA-M,3PN,ATLANTIC HALIBUT - HAL,3
1981,FRANCE MAINLAND - E/FRA-M,4R,ATLANTIC HALIBUT - HAL,1
1981,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3PS,ATLANTIC HALIBUT - HAL,6
1981,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,ATLANTIC HALIBUT - HAL,1
1981,JAPAN - JPN,3L,ATLANTIC HALIBUT - HAL,2
1981,NORWAY - NOR,3M,ATLANTIC HALIBUT - HAL,4
1981,POLAND - E/POL,3K,ATLANTIC HALIBUT - HAL,8
1981,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,7
1981,PORTUGAL - E/PRT,2J,ATLANTIC HALIBUT - HAL,2
1981,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,9
1981,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,3
1981,SPAIN - E/ESP,3M,ATLANTIC HALIBUT - HAL,1
1981,UNION SOVIET SOCIALIST REPUBLICS - SUN,3M,ATLANTIC HALIBUT - HAL,22
1981,UNITED STATES OF AMERICA - USA,5Y,ATLANTIC HALIBUT - HAL,44
1981,UNITED STATES OF AMERICA - USA,5ZE,ATLANTIC HALIBUT - HAL,33
1981,UNITED STATES OF AMERICA - USA,5NK,ATLANTIC HALIBUT - HAL,3
1981,UNITED STATES OF AMERICA - USA,4X,ATLANTIC HALIBUT - HAL,2
1980,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,745
1980,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,354
1980,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,297
1980,CANADA MARITIMES - CAN-M,5ZE,ATLANTIC HALIBUT - HAL,88
1980,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,52
1980,CANADA MARITIMES - CAN-M,2H,ATLANTIC HALIBUT - HAL,47
1980,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,40
1980,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,20
1980,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,12
1980,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,11
1980,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,10
1980,CANADA MARITIMES - CAN-M,3L,ATLANTIC HALIBUT - HAL,10
1980,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,10
1980,CANADA MARITIMES - CAN-M,2J,ATLANTIC HALIBUT - HAL,10
1980,CANADA MARITIMES - CAN-M,3K,ATLANTIC HALIBUT - HAL,3
1980,CANADA MARITIMES - CAN-M,3PN,ATLANTIC HALIBUT - HAL,2
1980,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,73
1980,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,66
1980,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,44
1980,CANADA NEWFOUNDLAND - CAN-N,3K,ATLANTIC HALIBUT - HAL,34
1980,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,27
1980,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,26
1980,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,26
1980,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,20
1980,CANADA NEWFOUNDLAND - CAN-N,4W,ATLANTIC HALIBUT - HAL,17
1980,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,12
1980,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,3
1980,CANADA NEWFOUNDLAND - CAN-N,2J,ATLANTIC HALIBUT - HAL,1
1980,CANADA NEWFOUNDLAND - CAN-N,4X,ATLANTIC HALIBUT - HAL,1
1980,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,43
1980,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,41
1980,CUBA - CUB,3O,ATLANTIC HALIBUT - HAL,2
1980,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,150
1980,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,70
1980,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,35
1980,DENMARK GREENLAND - GRL,1A,ATLANTIC HALIBUT - HAL,22
1980,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,21
1980,DENMARK GREENLAND - GRL,0A,ATLANTIC HALIBUT - HAL,1
1980,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,ATLANTIC HALIBUT - HAL,64
1980,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,ATLANTIC HALIBUT - HAL,35
1980,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,ATLANTIC HALIBUT - HAL,35
1980,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,ATLANTIC HALIBUT - HAL,30
1980,FEDERAL REPUBLIC OF GERMANY - E/DEU,3M,ATLANTIC HALIBUT - HAL,2
1980,FRANCE MAINLAND - E/FRA-M,3PS,ATLANTIC HALIBUT - HAL,27
1980,FRANCE MAINLAND - E/FRA-M,3L,ATLANTIC HALIBUT - HAL,2
1980,FRANCE MAINLAND - E/FRA-M,4VN,ATLANTIC HALIBUT - HAL,2
1980,FRANCE MAINLAND - E/FRA-M,3M,ATLANTIC HALIBUT - HAL,1
1980,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3PS,ATLANTIC HALIBUT - HAL,5
1980,JAPAN - JPN,3L,ATLANTIC HALIBUT - HAL,1
1980,JAPAN - JPN,4X,ATLANTIC HALIBUT - HAL,1
1980,NORWAY - NOR,3K,ATLANTIC HALIBUT - HAL,2
1980,NORWAY - NOR,3M,ATLANTIC HALIBUT - HAL,2
1980,POLAND - E/POL,3K,ATLANTIC HALIBUT - HAL,1
1980,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,19
1980,PORTUGAL - E/PRT,3K,ATLANTIC HALIBUT - HAL,1
1980,UNION SOVIET SOCIALIST REPUBLICS - SUN,3O,ATLANTIC HALIBUT - HAL,6
1980,UNITED STATES OF AMERICA - USA,5Y,ATLANTIC HALIBUT - HAL,49
1980,UNITED STATES OF AMERICA - USA,5ZE,ATLANTIC HALIBUT - HAL,28
1980,UNITED STATES OF AMERICA - USA,5NK,ATLANTIC HALIBUT - HAL,3
1980,UNITED STATES OF AMERICA - USA,4X,ATLANTIC HALIBUT - HAL,1
1979,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,629
1979,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,356
1979,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,206
1979,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,83
1979,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,58
1979,CANADA MARITIMES - CAN-M,5ZE,ATLANTIC HALIBUT - HAL,28
1979,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,17
1979,CANADA MARITIMES - CAN-M,3K,ATLANTIC HALIBUT - HAL,13
1979,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,10
1979,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,8
1979,CANADA MARITIMES - CAN-M,2J,ATLANTIC HALIBUT - HAL,7
1979,CANADA MARITIMES - CAN-M,3L,ATLANTIC HALIBUT - HAL,4
1979,CANADA MARITIMES - CAN-M,3PN,ATLANTIC HALIBUT - HAL,3
1979,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,2
1979,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,2
1979,CANADA MARITIMES - CAN-M,5Y,ATLANTIC HALIBUT - HAL,1
1979,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,130
1979,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,100
1979,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,46
1979,CANADA NEWFOUNDLAND - CAN-N,3K,ATLANTIC HALIBUT - HAL,33
1979,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,32
1979,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,25
1979,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,15
1979,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,9
1979,CANADA NEWFOUNDLAND - CAN-N,4X,ATLANTIC HALIBUT - HAL,7
1979,CANADA NEWFOUNDLAND - CAN-N,4T,ATLANTIC HALIBUT - HAL,6
1979,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,5
1979,CANADA NEWFOUNDLAND - CAN-N,4W,ATLANTIC HALIBUT - HAL,2
1979,CANADA NEWFOUNDLAND - CAN-N,3M,ATLANTIC HALIBUT - HAL,2
1979,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,2
1979,CANADA NEWFOUNDLAND - CAN-N,2J,ATLANTIC HALIBUT - HAL,1
1979,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,45
1979,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,21
1979,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,58
1979,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,32
1979,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,21
1979,DENMARK GREENLAND - GRL,1A,ATLANTIC HALIBUT - HAL,13
1979,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,5
1979,DENMARK GREENLAND - GRL,1F,ATLANTIC HALIBUT - HAL,3
1979,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,ATLANTIC HALIBUT - HAL,298
1979,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,ATLANTIC HALIBUT - HAL,296
1979,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,ATLANTIC HALIBUT - HAL,256
1979,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,ATLANTIC HALIBUT - HAL,76
1979,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,ATLANTIC HALIBUT - HAL,1
1979,FEDERAL REPUBLIC OF GERMANY - E/DEU,3K,ATLANTIC HALIBUT - HAL,1
1979,FRANCE MAINLAND - E/FRA-M,3PS,ATLANTIC HALIBUT - HAL,2
1979,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3PS,ATLANTIC HALIBUT - HAL,1
1979,NORWAY - NOR,3K,ATLANTIC HALIBUT - HAL,2
1979,POLAND - E/POL,3K,ATLANTIC HALIBUT - HAL,7
1979,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,2
1979,PORTUGAL - E/PRT,3K,ATLANTIC HALIBUT - HAL,2
1979,UNION SOVIET SOCIALIST REPUBLICS - SUN,3M,ATLANTIC HALIBUT - HAL,12
1979,UNITED STATES OF AMERICA - USA,5Y,ATLANTIC HALIBUT - HAL,57
1979,UNITED STATES OF AMERICA - USA,5NK,ATLANTIC HALIBUT - HAL,39
1979,UNITED STATES OF AMERICA - USA,5ZE,ATLANTIC HALIBUT - HAL,29
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ATLANTIC HALIBUT - HAL,561
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC HALIBUT - HAL,264
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,ATLANTIC HALIBUT - HAL,202
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,3PS,ATLANTIC HALIBUT - HAL,75
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,3O,ATLANTIC HALIBUT - HAL,52
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,5ZE,ATLANTIC HALIBUT - HAL,50
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,4T,ATLANTIC HALIBUT - HAL,48
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,4S,ATLANTIC HALIBUT - HAL,21
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,3N,ATLANTIC HALIBUT - HAL,19
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ATLANTIC HALIBUT - HAL,13
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,2J,ATLANTIC HALIBUT - HAL,5
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,4R,ATLANTIC HALIBUT - HAL,3
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,3K,ATLANTIC HALIBUT - HAL,2
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,3PN,ATLANTIC HALIBUT - HAL,2
1978,CANADA MARITIMES & QUEBEC - CAN-MQ,3L,ATLANTIC HALIBUT - HAL,1
1978,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,89
1978,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,81
1978,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,48
1978,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,24
1978,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,21
1978,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,15
1978,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,15
1978,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,13
1978,CANADA NEWFOUNDLAND - CAN-N,3K,ATLANTIC HALIBUT - HAL,13
1978,CANADA NEWFOUNDLAND - CAN-N,4W,ATLANTIC HALIBUT - HAL,12
1978,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,5
1978,CANADA NEWFOUNDLAND - CAN-N,4X,ATLANTIC HALIBUT - HAL,1
1978,CANADA NEWFOUNDLAND - CAN-N,2J,ATLANTIC HALIBUT - HAL,1
1978,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,136
1978,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,26
1978,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,19
1978,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,16
1978,DENMARK GREENLAND - GRL,1A,ATLANTIC HALIBUT - HAL,9
1978,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,ATLANTIC HALIBUT - HAL,237
1978,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,ATLANTIC HALIBUT - HAL,116
1978,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,ATLANTIC HALIBUT - HAL,72
1978,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,ATLANTIC HALIBUT - HAL,33
1978,FEDERAL REPUBLIC OF GERMANY - E/DEU,2H,ATLANTIC HALIBUT - HAL,8
1978,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,ATLANTIC HALIBUT - HAL,4
1978,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3PS,ATLANTIC HALIBUT - HAL,1
1978,GERMAN DEMOCRATIC REPUBLIC - DDR,3K,ATLANTIC HALIBUT - HAL,5
1978,IRELAND - E/IRL,3M,ATLANTIC HALIBUT - HAL,6
1978,ITALY - E/ITA,4W,ATLANTIC HALIBUT - HAL,7
1978,NORWAY - NOR,1D,ATLANTIC HALIBUT - HAL,6
1978,NORWAY - NOR,1E,ATLANTIC HALIBUT - HAL,4
1978,NORWAY - NOR,1C,ATLANTIC HALIBUT - HAL,3
1978,POLAND - E/POL,3K,ATLANTIC HALIBUT - HAL,2
1978,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,3
1978,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,1
1978,UNION SOVIET SOCIALIST REPUBLICS - SUN,3M,ATLANTIC HALIBUT - HAL,19
1978,UNION SOVIET SOCIALIST REPUBLICS - SUN,3K,ATLANTIC HALIBUT - HAL,7
1978,UNITED KINGDOM - E/GBR,3O,ATLANTIC HALIBUT - HAL,3
1978,UNITED STATES OF AMERICA - USA,5Y,ATLANTIC HALIBUT - HAL,49
1978,UNITED STATES OF AMERICA - USA,5ZE,ATLANTIC HALIBUT - HAL,35
1978,UNITED STATES OF AMERICA - USA,4X,ATLANTIC HALIBUT - HAL,3
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ATLANTIC HALIBUT - HAL,445
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC HALIBUT - HAL,176
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,3PS,ATLANTIC HALIBUT - HAL,124
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,3O,ATLANTIC HALIBUT - HAL,75
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,ATLANTIC HALIBUT - HAL,64
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,5ZE,ATLANTIC HALIBUT - HAL,31
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,4T,ATLANTIC HALIBUT - HAL,27
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,4R,ATLANTIC HALIBUT - HAL,27
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,4S,ATLANTIC HALIBUT - HAL,25
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,3N,ATLANTIC HALIBUT - HAL,13
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ATLANTIC HALIBUT - HAL,12
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,2J,ATLANTIC HALIBUT - HAL,3
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,3L,ATLANTIC HALIBUT - HAL,2
1977,CANADA MARITIMES & QUEBEC - CAN-MQ,3PN,ATLANTIC HALIBUT - HAL,1
1977,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,258
1977,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,98
1977,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,61
1977,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,18
1977,CANADA NEWFOUNDLAND - CAN-N,3K,ATLANTIC HALIBUT - HAL,15
1977,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,8
1977,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,6
1977,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,5
1977,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,2
1977,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,2
1977,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,50
1977,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,31
1977,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,18
1977,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,14
1977,DENMARK GREENLAND - GRL,1A,ATLANTIC HALIBUT - HAL,12
1977,DENMARK GREENLAND - GRL,1F,ATLANTIC HALIBUT - HAL,3
1977,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,ATLANTIC HALIBUT - HAL,191
1977,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,ATLANTIC HALIBUT - HAL,165
1977,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,ATLANTIC HALIBUT - HAL,64
1977,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,ATLANTIC HALIBUT - HAL,31
1977,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,ATLANTIC HALIBUT - HAL,21
1977,FEDERAL REPUBLIC OF GERMANY - E/DEU,3K,ATLANTIC HALIBUT - HAL,10
1977,FEDERAL REPUBLIC OF GERMANY - E/DEU,4W,ATLANTIC HALIBUT - HAL,1
1977,FRANCE MAINLAND - E/FRA-M,2J,ATLANTIC HALIBUT - HAL,22
1977,FRANCE MAINLAND - E/FRA-M,3K,ATLANTIC HALIBUT - HAL,3
1977,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3PN,ATLANTIC HALIBUT - HAL,8
1977,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4R,ATLANTIC HALIBUT - HAL,8
1977,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3PS,ATLANTIC HALIBUT - HAL,7
1977,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,ATLANTIC HALIBUT - HAL,2
1977,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,ATLANTIC HALIBUT - HAL,2
1977,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3M,ATLANTIC HALIBUT - HAL,1
1977,NORWAY - NOR,1E,ATLANTIC HALIBUT - HAL,33
1977,NORWAY - NOR,1F,ATLANTIC HALIBUT - HAL,9
1977,NORWAY - NOR,1D,ATLANTIC HALIBUT - HAL,3
1977,POLAND - E/POL,2J,ATLANTIC HALIBUT - HAL,4
1977,POLAND - E/POL,2H,ATLANTIC HALIBUT - HAL,1
1977,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,26
1977,PORTUGAL - E/PRT,2J,ATLANTIC HALIBUT - HAL,3
1977,ROMANIA - ROM,3K,ATLANTIC HALIBUT - HAL,12
1977,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,8
1977,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,5
1977,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,4
1977,SPAIN - E/ESP,3K,ATLANTIC HALIBUT - HAL,2
1977,UNION SOVIET SOCIALIST REPUBLICS - SUN,3M,ATLANTIC HALIBUT - HAL,23
1977,UNION SOVIET SOCIALIST REPUBLICS - SUN,3N,ATLANTIC HALIBUT - HAL,7
1977,UNITED KINGDOM - E/GBR,3M,ATLANTIC HALIBUT - HAL,1
1977,UNITED KINGDOM - E/GBR,3K,ATLANTIC HALIBUT - HAL,1
1977,UNITED STATES OF AMERICA - USA,5Y,ATLANTIC HALIBUT - HAL,34
1977,UNITED STATES OF AMERICA - USA,5ZE,ATLANTIC HALIBUT - HAL,16
1977,UNITED STATES OF AMERICA - USA,4X,ATLANTIC HALIBUT - HAL,3
1976,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ATLANTIC HALIBUT - HAL,419
1976,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC HALIBUT - HAL,147
1976,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,ATLANTIC HALIBUT - HAL,126
1976,CANADA MARITIMES & QUEBEC - CAN-MQ,4T,ATLANTIC HALIBUT - HAL,61
1976,CANADA MARITIMES & QUEBEC - CAN-MQ,3O,ATLANTIC HALIBUT - HAL,56
1976,CANADA MARITIMES & QUEBEC - CAN-MQ,3N,ATLANTIC HALIBUT - HAL,39
